"Name","Version","FirstDate","FirstBucket","LastDate","LastBucket","Description"
"syncany-cli","0.4.9","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An open-source cloud storage and filesharing application. Securely synchronize your files to any kind of storage!"
"Syncany-GUI","0.4.9","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"syncback","10.2.88.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Data backup and synchronization software"
"syncbackpro","10.2.88.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Backup up and synchronize files to several resources, including an internal or external drive, to different media (USB thumb drive, CD, DVD), to a remote server (NAS, FTP, Windows server) and to a cloud storage provider."
"SyncFolders","3.5.223","2023-02-04T00:11:37Z","fredjoseph/scoop-bucket","2023-02-04T00:11:37Z","fredjoseph/scoop-bucket","Synchronize or backup your files and folders"
"SyncFolders-Portable","3.5.223","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","SyncFolders. Synchronize or backup files and folders."
"synchredible","8.100","2023-02-04T00:11:37Z","fredjoseph/scoop-bucket","2023-02-04T00:11:37Z","fredjoseph/scoop-bucket","Synchronize or backup your files and folders"
"syncplay","1.6.9","2022-03-18T18:57:35Z","comp500/scoop-comp500","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Solution to synchronize video playback across multiple instances of mpv, VLC, MPC-HC, MPC-BE and mplayer2 over the Internet."
"syncplay-beta","1.7.0-Beta1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Solution to synchronize video playback across multiple instances of mpv, VLC, MPC-HC, MPC-BE and mplayer2 over the Internet."
"syncthing","1.23.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Open Source Continuous File Synchronization."
"syncthingtray","1.3.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tray application for Syncthing"
"synctoy","2.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Synchronizes files and folders between two locations."
"SyncTrayzor","1.1.29","2023-02-05T23:37:44Z","huangnauh/carrot","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Windows tray utility / filesystem watcher / launcher for Syncthing"
"Synergy","1.11.1","2023-02-06T05:16:33Z","kkzzhizhou/scoop-zapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Synergy is a software download that shares one mouse and one keyboard between multiple computers."
"synergy-portable","1.14.5.17","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Synergy is a keyboard and mouse sharing tool for devices connected over a network."
"synfig-studio","1.4.4","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2D Animation Software"
"SynkronPortable","1.6.2_Rev_2","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","File and directory synchronization"
"synology-surveillance-station","2.0.2-2406","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Desktop client for Synology Surveillance Station"
"SynologySurveillanceStation-Portable","2.0.2-2406","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Synology Surveillance Station. Desktop client for Synology Surveillance Station"
"synopsys-installer35-wsl","3.5","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","Synopsys Installer"
"synopsys-installer50-wsl","5.0","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","Synopsys Installer"
"synopsys-scl201712-wsl","2017.12","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-scl201806-wsl","2018.06","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-vcs201712-uvm11d-wsl","1.1d","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code. "
"synopsys-vcs201712-wsl","2017.12","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-vcs201712-wsl-env","2017.12","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-vcs201809-uvm11d-wsl","1.1d","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code. "
"synopsys-vcs201809-wsl","2018.09","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-vcs201809-wsl-env","2018.09","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","VCS is a Verilog compiler and simulator from Synopsys. VCS has a graphical interface which you can use to debug your code."
"synopsys-verdi201606-wsl","2016.06","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","Verdi is a Verilog automated debug intelligent system from Synopsys."
"synopsys-verdi201809-wsl","2018.09","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","Verdi is a Verilog automated debug intelligent system from Synopsys."
"synth1","113beta3","2019-04-02T16:24:32Z","Mushus/scoop-bucket","2019-04-02T16:24:32Z","Mushus/scoop-bucket","A software synthesizer modeled on Clavia NORD LEAD2"
"sysdvr-client","5.4","2023-01-05T07:09:09Z","WiiDatabase/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Stream switch games to your PC via USB or network"
"sysexp","1.77","2023-02-06T16:29:44Z","ScoopInstaller/Nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Grab the data stored in list-views, tree-views, list boxes, and combo boxes."
"sysexporter","1.77","2022-06-21T16:00:55Z","kodybrown/scoop-nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","SysExporter utility allows you to grab the data stored in standard list-views, tree-views, list boxes, and combo boxes from almost any application running on your system, and export it to text, HTML or XML file."
"sysgauge","9.1.12","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A system and performance monitoring utility"
"SysInternals","June.1.2021","2021-06-01T19:12:53Z","mogeko/scoop-sysinternals","2021-06-01T19:12:53Z","mogeko/scoop-sysinternals","A set of utilities to manage, diagnose, troubleshoot, and monitor a Windows environment."
"sysinternals-ims","2023.January.25","2023-02-06T16:41:53Z","ImMakSpy/scoop-bucket-iammakspy","2023-02-06T16:41:53Z","ImMakSpy/scoop-bucket-iammakspy","A set of utilities to manage, diagnose, troubleshoot, and monitor a Windows environment."
"sysinternals-nano","June.1.2021","2021-06-01T19:12:53Z","mogeko/scoop-sysinternals","2021-06-01T19:12:53Z","mogeko/scoop-sysinternals","A set of utilities to manage, diagnose, troubleshoot, and monitor a Windows environment."
"sysinternals-suite","2023.01.25","2023-01-25T20:29:58Z","niheaven/scoop-sysinternals","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A set of utilities to manage, diagnose, troubleshoot, and monitor a Windows environment."
"SysinternalsAutologon-Portable","3.10","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Autologon. Windows built-in autologon mechanism configurator"
"SysinternalsProcessExplorer-Portable","17.02","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Process Explorer. Task manager and process analyzer"
"SysinternalsProcessMonitor-Portable","3.92","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Process Monitor. Real-time file, registry and process monitor"
"SysinternalsSuite-Portable","2023.January.25","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","SysInternals Suite. A set of utilities to manage, diagnose, troubleshoot, and monitor a Windows environment."
"sysmon","14.14","2023-01-25T20:29:58Z","niheaven/scoop-sysinternals","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Monitors and reports key system activity via the Windows event log."
"syspin","0.99.9.1","2023-02-03T00:48:56Z","Strappazzon/scoop","2023-02-03T00:48:56Z","Strappazzon/scoop","Windows 7, 8, 10 Pin To Taskbar Command Prompt Utility."
"SysPin-Portable","0.99.9.20210303","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","SysPin. Windows 7,8,10 Pin To Taskbar Command Prompt Utility"
"Sysquake","6.5","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"system-font-bold","latest","2023-02-03T19:20:05Z","yuusakuri/scoop-bucket","2023-02-03T19:20:05Z","yuusakuri/scoop-bucket",""
"system-tray-menu","1.3.2.0","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A start menu alternative that offers a clear, personalized menu in the system tray."
"SystemExplorerPortable","7.1.0","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Task manager and process analyzer"
"systeminfo","1.4.3","2023-02-06T16:40:57Z","brian6932/dank-scoop","2023-02-06T16:40:57Z","brian6932/dank-scoop","Hardware information tool for Windows"
"systeminformer-nightly","3.0.5974","2023-02-06T12:27:39Z","lewis-yeung/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Originally called Process Hacker, A powerful, multi-purpose tool that helps you monitor system resources, debug software and detect malware."
"systeminformer-nightly_fixed","3.0.5974","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A powerful, multi-purpose tool that helps you monitor system resources, debug software and detect malware."
"systemsreport","0.6.4","2022-09-24T13:55:50Z","hannesdorn/scoop-dorn","2022-09-24T13:55:50Z","hannesdorn/scoop-dorn","Windows systemsreport generator"
"systemtraymenu","1.3.2.0","2023-02-05T15:25:57Z","KnotUntied/scoop-knotuntied","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Browse and open your files easily"
"SystemTrayMenu-Portable","1.3.2.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","SystemTrayMenu. A start menu alternative that offers a clear, personalized menu in the system tray."
"systools","5.60","2023-02-06T16:29:44Z","ScoopInstaller/Nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Package of system tools for Windows"
"T-3Portable","4.12.20_Rev_2","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","3D tetris"
"t-clock","2.4.4","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Highly configurable Windows taskbar clock"
"t2k","0.06b","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Jaguar Tempest 2000 Emulator is an Atari Jaguar emulator that has been specifically coded to run 'Tempest 2000' though it does run a few other Jaguar games."
"Tabby","1.0.188","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A terminal for a more modern age."
"tabby-portable","1.0.188","2023-02-06T00:08:34Z","naderi/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tabby (formerly Terminus) is a terminal for a more modern age"
"tabby-portapps","1.0.184-9","2023-02-01T21:14:01Z","Velgus/Scoop-Portapps","2023-02-01T21:14:01Z","Velgus/Scoop-Portapps","A terminal for a more modern age."
"tablacus","23.1.12","2023-01-31T10:52:25Z","mbl-35/scoop-srsrns","2023-02-05T20:52:10Z","JesseRacine/myscoop",""
"tablacus-explorer","23.1.31","2023-02-02T01:44:08Z","urihcim/scoop-urihcim","2023-02-02T01:44:08Z","urihcim/scoop-urihcim","Tablacus Explorer is a tabbed file manager with add-on support."
"TablacusExplorer","23.1.12","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"tableau-desktop","2021.1.1","2023-02-04T04:00:54Z","SayCV/scoop-cvp","2023-02-04T04:00:54Z","SayCV/scoop-cvp","Tableau Desktop is data visualization software that lets you see and understand data in minutes."
"tableau-log-viewer","1.3","2022-10-09T01:40:14Z","iainsgillis/isg-bucket","2022-10-09T01:40:14Z","iainsgillis/isg-bucket","A cross-platform tool for quickly glancing over Tableau log files"
"tablegraph","0.0.3","2022-08-10T13:38:19Z","bbkane/scoop-bucket","2022-08-10T13:38:19Z","bbkane/scoop-bucket","Create graphs from CSVs"
"tableplus","5.2.8.220","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Relational database explorer"
"tabletextcompare","1.20","2022-06-21T16:00:55Z","kodybrown/scoop-nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","TableTextCompare is a small utility that allows you to easily compare 2 tab-delimited or comma-delimited (csv) files, and find out the difference between the 2 files. You can use this tool for comparing 2 different snapshots of data, created by other NirSoft utilities, like DriverView, ServiWin, USBDeview, CurrPorts, WirelessNetView, ShellExView, and many others... For example, You can use DriverView utility to save 2 snapshots of loaded drivers list into a tab-delimited file, and then use TableTextCompare to easily find out which device drivers were added, removed, or changed since the time that the first snapshot was taken. TableTextCompare can make the comparison even if the records of the 2 files are not sorted in the same order, or if the fields are not positioned in the same order."
"tabula","1.2.1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A tool for liberating data tables trapped inside PDF files."
"tabula-cli","1.0.5","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","tabula-cli (tabula-java) is a command-line tool to extract tables from PDFs."
"tabula-java","1.0.5","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Java library that allows users to extract tables from PDF files."
"tachidesk-jui","1.3.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Tachidesk Desktop UI built in JetBrains Compose"
"tachidesk-server","0.6.6","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A manga reader compatible with Tachiyomi extensions and backups"
"tachidesk-server-preview","0.6.6-r1188","2023-02-06T16:41:28Z","ScoopInstaller/Versions","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A manga reader compatible with Tachiyomi extensions and backups"
"tachideskjar","0.4.4","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A rewrite of Tachiyomi for the Desktop"
"tachideskjui","1.1.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Tachidesk Desktop UI built in JetBrains Compose"
"tad","0.11.0","2023-02-06T00:08:34Z","naderi/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tad is a desktop application for viewing and analyzing tabular data such as CSV files."
"Tag","2.0.39b","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"tageditor","3.7.7","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A tag editor utility supporting MP4/M4A/AAC (iTunes), ID3, Vorbis, Opus, FLAC and Matroska."
"tagLyst","4.752","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools",""
"tagscanner","6.1.14","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","TagScanner is a powerful tool for organizing and managing your music collection."
"tagspaces","5.2.3","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","An offline document manager with tagging support"
"tai","1.4.0.0","2022-12-12T09:11:09Z","OverflowCat/neko-scoop-bucket","2023-02-04T06:02:30Z","younger-1/scoop-it","在Windows上记录软件使用时长 "
"taiga","1.4.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Detects anime videos on computer and synchronizes progress with online services."
"taiga-beta","v1.4.0-beta.2","2020-07-31T17:38:26Z","ilhamepri/uni-verse","2020-07-31T17:38:26Z","ilhamepri/uni-verse","Detects anime videos on computer and synchronizes progress with online services."
"tailblazer","0.9.0.536","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A modern file tail utility based on Rx.Net which show cases reactive programming and Dynamic Data."
"tailscale","1.36.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tailscale a WireGuard based mesh VPN, used to connect your computers and other devices together securely without proxies."
"tailscale-np","1.34.2","2023-02-03T16:31:11Z","scowalt/scoop-apps","2023-02-03T16:31:11Z","scowalt/scoop-apps","Tailscale is a zero config VPN for building secure networks. Install on any device in minutes. Remote access from any network or physical location."
"tailwindcss","3.2.4","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","TailwindCSS framework CLI for rapid UI development"
"taipei-sans","1.000-beta","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","CJK (Chinese-Japanese-Korean) sans-serif font."
"taisei","1.3.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Free and open source Touhou Project clone and fangame"
"tak","2.3.3","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tom's lossless Audio Kompressor"
"takecolor","v8.0","2023-02-06T08:12:55Z","icecreamZeng/scoop-bucket","2023-02-06T08:12:55Z","icecreamZeng/scoop-bucket","TakeColor：取色器"
"takeda","2017.03.12","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","This emulator collection by Toshiya Takeda contains multiple executables for many different systems. It is known as the Common Source Code Project."
"tal-elek7ro","2","2019-04-02T16:24:32Z","Mushus/scoop-bucket","2019-04-02T16:24:32Z","Mushus/scoop-bucket","A virtual analog synth"
"tally-marks","2.000","2023-02-06T12:54:32Z","amorphobia/siku","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Tally Marks OpenType-SVG Font"
"talosctl","1.3.3","2023-02-06T09:01:06Z","iquiw/scoop-bucket","2023-02-06T09:01:06Z","iquiw/scoop-bucket","A CLI for out-of-band management of Kubernetes nodes created by Talos"
"talosctl-aoks","1.3.3","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","talosctl is a CLI tool which interfaces with the Talos API in an easy manner."
"tango","1.1.1","2022-04-28T19:39:30Z","roma-glushko/scoop-tango","2022-04-28T19:39:30Z","roma-glushko/scoop-tango","Tango is a dependency-free command-line tool for analyzing server access logs"
"tanka","0.24.0","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Flexible, reusable and concise configuration for Kubernetes."
"tanoshi","0.29.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Selfhosted web manga reader"
"Tanuki-Permanent-Marker","1.22","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","CJK font that imitates the strokes of permanent marker pen."
"taplo","0.8.0","2023-02-06T13:59:07Z","syntacti/scoop-lsp","2023-02-06T13:59:07Z","syntacti/scoop-lsp"," A TOML toolkit written in Rust "
"tar","2.4.12","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-04T17:52:14Z","rivy/scoop-bucket",""
"tarmac","0.7.0","2023-02-03T20:07:57Z","ddavness/scoop-roblox","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Command line tool to manage Roblox assets"
"TarTool","1.0.0","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A simple command line tool to uncompress and untar .tar.gz (.tgz) or untar .tar files in .Net"
"tartube","2.4.221","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","GUI front-end for youtube-dl, partly based on youtube-dl-gui."
"task","3.20.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A task runner / simpler Make alternative written in Go"
"task-coach","1.4.6_rev1","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Todo list manager"
"task-explorer","1.5.1","2023-02-06T15:18:48Z","hoilc/scoop-lemon","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Task Explorer is an advanced Task Manager tool with emphasis on, not just monitoring what applications are running, but on finding out what applications are doing."
"task-manager-deluxe","4.7.0","2023-02-05T12:47:36Z","naveed-patel/NScooP","2023-02-05T12:47:36Z","naveed-patel/NScooP","MiTeC Task Manager DeLuxe. Full-featured task manager replacement"
"task@3.12.0","3.20.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A task runner / simpler Make alternative written in Go"
"task@3.14.0","3.20.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A task runner / simpler Make alternative written in Go"
"taskbar-groups","0.2.0.0","2023-02-06T12:59:19Z","Zliced13/MyScoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A lightweight utility for organizing applications pinned on the taskbar through groups "
"TaskbarGroups-Portable","0.2.0.0","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Taskbar Groups. Taskbar groups is a lightweight utility for Windows that lets the users create groups of shortcuts in the taskbar"
"taskbarhider","1.0.0","2023-02-06T08:12:55Z","icecreamZeng/scoop-bucket","2023-02-06T08:12:55Z","icecreamZeng/scoop-bucket","hide taskbar"
"taskbarx","1.7.8.0","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Center Windows taskbar icons with a variety of animations and options."
"taskbarxi","1.0.4.0","2023-01-31T10:52:25Z","mbl-35/scoop-srsrns","2023-01-31T10:52:25Z","mbl-35/scoop-srsrns","Turns the Windows 11 Taskbar into a dock."
"TaskCoachPortable","1.4.6","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Task and to-do manager"
"taskctl-aoks","1.4.2","2023-02-06T16:40:27Z","AntonOks/scoop-aoks","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Concurrent task runner, developer's routine tasks automation toolkit. Simple modern alternative to GNU Make"
"TaskExplorer-Portable","1.5.1","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","2023-02-06T17:15:28Z","ACooper81/scoop-apps","Task Explorer. Is an advanced Task Manager tool with emphasis on, not just monitoring what applications are running, but on finding out what applications are doing."
"taskschedulerview","1.72","2023-02-06T16:29:44Z","ScoopInstaller/Nirsoft","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","TaskSchedulerView is a simple tool for Windows Vista/7/8/10 that displays in a single table the list of all tasks from the Task Scheduler of Windows. It also allows you to easily disable/enable mutiple tasks at once. For every task, the following information is displayed: Task Name, Description, Status, Hidden (Yes/No), Last Run/Next Run Times, Task Folder, EXE filename or COM handler of the task, number of missed runs, and more..."
"tasmotizer","1.2","2023-02-01T03:27:00Z","jcwillox/scoop-bucket","2023-02-01T03:27:00Z","jcwillox/scoop-bucket","A full-featured flashing tool for the Tasmota firmware"
"TAudioConverterPortable","0.9.9","2020-06-03T19:23:54Z","p8rdev/scoop-portableapps","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","audio converter and cd extractor"
"tb-Toolbox","2020.05","2023-02-01T22:08:43Z","Paxxs/Cluttered-bucket","2023-02-01T22:08:43Z","Paxxs/Cluttered-bucket","TBToolbox - the purest hardware toolbox"
"tb-vol-scroll","4.1.2","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","Control audio by scrolling in taskbar area."
"tbls","1.61.0","2023-02-06T09:01:06Z","iquiw/scoop-bucket","2023-02-06T09:01:06Z","iquiw/scoop-bucket","CI-Friendly tool for document a database, written in Go"
"tbtool","2022.01","2022-05-07T12:57:09Z","hetingde/Meta","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","图拉丁吧硬件检测工具箱，是开源、免费、绿色、纯净的硬件检测工具合集."
"tcc","0.9.27","2023-02-06T01:09:21Z","duzyn/scoop-cn","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","The Tiny C Compiler (a.k.a. TCC, tCc, or TinyCC) is an x86, X86-64 and ARM processor C compiler created by Fabrice Bellard. It is designed to work for slow computers with little disk space (e.g. on rescue disks)."
"TCC-LE","14","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","A Windows Command Prompt Replacement"
"TCC-RT","29.0","2023-02-05T06:44:50Z","dodorz/scoop","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","TCC Runtime Command Processor for Batch Scripts"
"tcc@0.9.26","0.9.26","2023-02-04T17:52:14Z","rivy/scoop-bucket","2023-02-06T17:07:28Z","anderlli0053/DEV-tools","The Tiny C Compiler (a.k.a. TCC, tCc, or TinyCC) is an x86, X86-64 and ARM processor C compiler created by Fabrice Bellard. It is designed to work for slow computers with little disk space (e.g. on rescue disks)."
"tcextdir","1.6.0.5","2021-12-09T06:52:19Z","Jvcon/werkzeugeold","2021-12-09T06:52:19Z","Jvcon/werkzeugeold","Extended directory creator utility (F7 replacement) for Total Commander."
"tclkit-twapi-gui","8.6.12+4.7.2","2022-09-10T12:15:41Z","PhyX-Meow/ScoopBucket","2022-09-10T12:15:41Z","PhyX-Meow/ScoopBucket","A self-contained Tcl interpreter and several common Tcl modules, all rolled up into a single executable"
